state,county,candidate,Party,votes,won
Maine,Bowdoinham,Joe Biden,D,1123,True
Maine,Bowdoinham,Donald Trump,R,856,False
Maine,Georgetown,Joe Biden,D,525,True
Maine,Georgetown,Donald Trump,R,294,False
Maine,Phippsburg,Joe Biden,D,794,True
Maine,Phippsburg,Donald Trump,R,745,False
Maine,Richmond,Donald Trump,R,1056,True
Maine,Richmond,Joe Biden,D,934,False
Maine,Topsham,Joe Biden,D,3944,True
Maine,Topsham,Donald Trump,R,2390,False
Maine,West Bath,Joe Biden,D,737,True
Maine,West Bath,Donald Trump,R,629,False
Maine,Woolwich,Donald Trump,R,1062,True
Maine,Woolwich,Joe Biden,D,1035,False
Maine,Anson,Donald Trump,R,796,True
Maine,Anson,Joe Biden,D,398,False
Maine,Athens,Donald Trump,R,332,True
Maine,Athens,Joe Biden,D,167,False
Maine,Bingham,Donald Trump,R,349,True
Maine,Bingham,Joe Biden,D,215,False
Maine,Brighton Plt.,Donald Trump,R,29,True
Maine,Brighton Plt.,Joe Biden,D,16,False
Maine,Cambridge,Donald Trump,R,176,True
Maine,Cambridge,Joe Biden,D,72,False
Maine,Canaan,Donald Trump,R,749,True
Maine,Canaan,Joe Biden,D,384,False
Maine,Caratunk,Donald Trump,R,36,True
Maine,Caratunk,Joe Biden,D,24,False
Maine,Cornville,Donald Trump,R,471,True
Maine,Cornville,Joe Biden,D,283,False
Maine,Dennistown Plt.,Donald Trump,R,19,True
Maine,Dennistown Plt.,Joe Biden,D,5,False
Maine,Detroit,Donald Trump,R,276,True
Maine,Detroit,Joe Biden,D,151,False
Maine,Embden,Donald Trump,R,374,True
Maine,Embden,Joe Biden,D,181,False
Maine,Fairfield,Donald Trump,R,1845,True
Maine,Fairfield,Joe Biden,D,1428,False
Maine,Harmony,Donald Trump,R,326,True
Maine,Harmony,Joe Biden,D,151,False
Maine,Hartland,Donald Trump,R,610,True
Maine,Hartland,Joe Biden,D,266,False
Maine,Highland Plt.,Donald Trump,R,71,True
Maine,Highland Plt.,Joe Biden,D,42,False
Maine,Jackman,Donald Trump,R,387,True
Maine,Jackman,Joe Biden,D,144,False
Maine,Madison,Donald Trump,R,1411,True
Maine,Madison,Joe Biden,D,928,False
Maine,Mercer,Donald Trump,R,283,True
Maine,Mercer,Joe Biden,D,183,False
Maine,Moose River,Donald Trump,R,107,True
Maine,Moose River,Joe Biden,D,13,False
Maine,Moscow,Donald Trump,R,199,True
Maine,Moscow,Joe Biden,D,74,False
Maine,New Portland,Donald Trump,R,266,True
Maine,New Portland,Joe Biden,D,185,False
Maine,Norridgewock,Donald Trump,R,1128,True
Maine,Norridgewock,Joe Biden,D,687,False
Maine,Palmyra,Donald Trump,R,800,True
Maine,Palmyra,Joe Biden,D,325,False
Maine,Pittsfield,Donald Trump,R,1156,True
Maine,Pittsfield,Joe Biden,D,817,False
Maine,Pleasant Ridge Plt.,Donald Trump,R,40,True
Maine,Pleasant Ridge Plt.,Joe Biden,D,12,False
Maine,Ripley,Donald Trump,R,195,True
Maine,Ripley,Joe Biden,D,100,False
Maine,St. Albans,Donald Trump,R,833,True
Maine,St. Albans,Joe Biden,D,321,False
Maine,Skowhegan,Donald Trump,R,2215,True
Maine,Skowhegan,Joe Biden,D,1876,False
Maine,Smithfield,Donald Trump,R,342,True
Maine,Smithfield,Joe Biden,D,269,False
Maine,Solon,Donald Trump,R,365,True
Maine,Solon,Joe Biden,D,243,False
Maine,Starks,Donald Trump,R,237,True
Maine,Starks,Joe Biden,D,137,False
Maine,The Forks Plt.,Joe Biden,D,18,True
Maine,The Forks Plt.,Donald Trump,R,18,False
Maine,West Forks Plt.,Donald Trump,R,30,True
Maine,West Forks Plt.,Joe Biden,D,21,False
Maine,Belfast,Joe Biden,D,2847,True
Maine,Belfast,Donald Trump,R,1259,False
Maine,Belmont,Donald Trump,R,319,True
Maine,Belmont,Joe Biden,D,259,False
Maine,Brooks,Donald Trump,R,317,True
Maine,Brooks,Joe Biden,D,246,False
Maine,Burnham,Donald Trump,R,389,True
Maine,Burnham,Joe Biden,D,234,False
Maine,Frankfort,Donald Trump,R,441,True
Maine,Frankfort,Joe Biden,D,220,False
Maine,Freedom,Donald Trump,R,236,True
Maine,Freedom,Joe Biden,D,201,False
Maine,Islesboro,Joe Biden,D,309,True
Maine,Islesboro,Donald Trump,R,120,False
Maine,Jackson,Donald Trump,R,191,True
Maine,Jackson,Joe Biden,D,134,False
Maine,Knox,Donald Trump,R,315,True
Maine,Knox,Joe Biden,D,147,False
Maine,Liberty,Donald Trump,R,308,True
Maine,Liberty,Joe Biden,D,265,False
Maine,Lincolnville,Joe Biden,D,1059,True
Maine,Lincolnville,Donald Trump,R,551,False
Maine,Monroe,Joe Biden,D,308,True
Maine,Monroe,Donald Trump,R,266,False
Maine,Montville,Joe Biden,D,346,True
Maine,Montville,Donald Trump,R,266,False
Maine,Morrill,Donald Trump,R,355,True
Maine,Morrill,Joe Biden,D,242,False
Maine,Northport,Joe Biden,D,670,True
Maine,Northport,Donald Trump,R,408,False
Maine,Palermo,Donald Trump,R,537,True
Maine,Palermo,Joe Biden,D,381,False
Maine,Prospect,Donald Trump,R,242,True
Maine,Prospect,Joe Biden,D,170,False
Maine,Searsmont,Donald Trump,R,481,True
Maine,Searsmont,Joe Biden,D,430,False
Maine,Searsport,Joe Biden,D,843,True
Maine,Searsport,Donald Trump,R,721,False
Maine,Stockton Springs,Joe Biden,D,529,True
Maine,Stockton Springs,Donald Trump,R,508,False
Maine,Swanville,Donald Trump,R,454,True
Maine,Swanville,Joe Biden,D,339,False
Maine,Thorndike,Joe Biden,D,228,True
Maine,Thorndike,Donald Trump,R,211,False
Maine,Troy,Donald Trump,R,340,True
Maine,Troy,Joe Biden,D,233,False
Maine,Waldo,Donald Trump,R,261,True
Maine,Waldo,Joe Biden,D,227,False
Maine,Winterport,Donald Trump,R,1245,True
Maine,Winterport,Joe Biden,D,1034,False
Maine,Addison,Donald Trump,R,451,True
Maine,Addison,Joe Biden,D,235,False
Maine,Alexander,Donald Trump,R,224,True
Maine,Alexander,Joe Biden,D,73,False
Maine,Baileyville,Donald Trump,R,421,True
Maine,Baileyville,Joe Biden,D,239,False
Maine,Baring Plt.,Donald Trump,R,68,True
Maine,Baring Plt.,Joe Biden,D,42,False
Maine,Beals,Donald Trump,R,191,True
Maine,Beals,Joe Biden,D,98,False
Maine,Beddington,Donald Trump,R,36,True
Maine,Beddington,Joe Biden,D,13,False
Maine,Calais,Donald Trump,R,856,True
Maine,Calais,Joe Biden,D,626,False
Maine,Charlotte,Donald Trump,R,145,True
Maine,Charlotte,Joe Biden,D,68,False
Maine,Cherryfield,Donald Trump,R,417,True
Maine,Cherryfield,Joe Biden,D,212,False
Maine,Columbia,Donald Trump,R,156,True
Maine,Columbia,Joe Biden,D,67,False
Maine,Columbia Falls,Donald Trump,R,204,True
Maine,Columbia Falls,Joe Biden,D,119,False
Maine,Cooper,Donald Trump,R,60,True
Maine,Cooper,Joe Biden,D,33,False
Maine,Crawford,Donald Trump,R,45,True
Maine,Crawford,Joe Biden,D,18,False
Maine,Cutler,Donald Trump,R,218,True
Maine,Cutler,Joe Biden,D,86,False
Maine,Danforth,Donald Trump,R,314,True
Maine,Danforth,Joe Biden,D,98,False
Maine,Deblois,Donald Trump,R,35,True
Maine,Deblois,Joe Biden,D,5,False
Maine,Dennysville,Donald Trump,R,214,True
Maine,Dennysville,Joe Biden,D,137,False
Maine,East Machias,Donald Trump,R,528,True
Maine,East Machias,Joe Biden,D,270,False
Maine,Eastport,Joe Biden,D,474,True
Maine,Eastport,Donald Trump,R,339,False
Maine,Grand Lake Stream Plt,Donald Trump,R,60,True
Maine,Grand Lake Stream Plt,Joe Biden,D,37,False
Maine,Harrington,Donald Trump,R,363,True
Maine,Harrington,Joe Biden,D,168,False
Maine,Jonesboro,Donald Trump,R,212,True
Maine,Jonesboro,Joe Biden,D,124,False
Maine,Jonesport,Donald Trump,R,447,True
Maine,Jonesport,Joe Biden,D,243,False
Maine,Lubec,Joe Biden,D,457,True
Maine,Lubec,Donald Trump,R,406,False
Maine,Machias,Donald Trump,R,461,True
Maine,Machias,Joe Biden,D,395,False
Maine,Machiasport,Donald Trump,R,337,True
Maine,Machiasport,Joe Biden,D,216,False
Maine,Marshfield,Donald Trump,R,208,True
Maine,Marshfield,Joe Biden,D,102,False
Maine,Meddybemps,Donald Trump,R,70,True
Maine,Meddybemps,Joe Biden,D,28,False
Maine,Milbridge,Donald Trump,R,391,True
Maine,Milbridge,Joe Biden,D,326,False
Maine,Northfield,Donald Trump,R,81,True
Maine,Northfield,Joe Biden,D,38,False
Maine,Pembroke,Donald Trump,R,267,True
Maine,Pembroke,Joe Biden,D,208,False
Maine,Perry,Donald Trump,R,258,True
Maine,Perry,Joe Biden,D,206,False
Maine,Princeton,Donald Trump,R,340,True
Maine,Princeton,Joe Biden,D,118,False
Maine,Robbinston,Donald Trump,R,221,True
Maine,Robbinston,Joe Biden,D,128,False
Maine,Roque Bluffs,Joe Biden,D,101,True
Maine,Roque Bluffs,Donald Trump,R,80,False
Maine,Steuben,Donald Trump,R,409,True
Maine,Steuben,Joe Biden,D,245,False
Maine,Talmadge,Donald Trump,R,18,True
Maine,Talmadge,Joe Biden,D,13,False
Maine,Topsfield,Donald Trump,R,100,True
Maine,Topsfield,Joe Biden,D,24,False
Maine,Vanceboro,Donald Trump,R,65,True
Maine,Vanceboro,Joe Biden,D,28,False
Maine,Waite,Donald Trump,R,33,True
Maine,Waite,Joe Biden,D,18,False
Maine,Wesley,Donald Trump,R,45,True
Maine,Wesley,Joe Biden,D,27,False
Maine,Whiting,Donald Trump,R,205,True
Maine,Whiting,Joe Biden,D,147,False
Maine,Whitneyville,Donald Trump,R,70,True
Maine,Whitneyville,Joe Biden,D,55,False
Maine,Acton,Donald Trump,R,930,True
Maine,Acton,Joe Biden,D,651,False
Maine,Alfred,Joe Biden,D,983,True
Maine,Alfred,Donald Trump,R,948,False
Maine,Arundel,Joe Biden,D,1405,True
Maine,Arundel,Donald Trump,R,1347,False
Maine,Berwick,Donald Trump,R,2229,True
Maine,Berwick,Joe Biden,D,1999,False
Maine,Biddeford,Joe Biden,D,7022,True
Maine,Biddeford,Donald Trump,R,3705,False
Maine,Buxton,Donald Trump,R,2686,True
Maine,Buxton,Joe Biden,D,2416,False
Maine,Cornish,Donald Trump,R,478,True
Maine,Cornish,Joe Biden,D,429,False
Maine,Dayton,Donald Trump,R,756,True
Maine,Dayton,Joe Biden,D,582,False
Maine,Eliot,Joe Biden,D,2839,True
Maine,Eliot,Donald Trump,R,1788,False
Maine,Hollis,Donald Trump,R,1535,True
Maine,Hollis,Joe Biden,D,1268,False
Maine,Kennebunk,Joe Biden,D,5368,True
Maine,Kennebunk,Donald Trump,R,2682,False
Maine,Kennebunkport,Joe Biden,D,1777,True
Maine,Kennebunkport,Donald Trump,R,926,False
Maine,Kittery,Joe Biden,D,4418,True
Maine,Kittery,Donald Trump,R,1809,False
Maine,Lebanon,Donald Trump,R,2178,True
Maine,Lebanon,Joe Biden,D,1232,False
Maine,Limerick,Donald Trump,R,948,True
Maine,Limerick,Joe Biden,D,813,False
Maine,Limington,Donald Trump,R,1357,True
Maine,Limington,Joe Biden,D,856,False
Maine,Lyman,Donald Trump,R,1537,True
Maine,Lyman,Joe Biden,D,1315,False
Maine,Newfield,Donald Trump,R,575,True
Maine,Newfield,Joe Biden,D,362,False
Maine,North Berwick,Donald Trump,R,1557,True
Maine,North Berwick,Joe Biden,D,1465,False
Maine,Ogunquit,Joe Biden,D,731,True
Maine,Ogunquit,Donald Trump,R,311,False
Maine,Old Orchrd Bch,Joe Biden,D,3708,True
Maine,Old Orchrd Bch,Donald Trump,R,2368,False
Maine,Parsonsfield,Donald Trump,R,564,True
Maine,Parsonsfield,Joe Biden,D,469,False
Maine,Saco,Joe Biden,D,7794,True
Maine,Saco,Donald Trump,R,4497,False
Maine,Sanford,Joe Biden,D,5392,True
Maine,Sanford,Donald Trump,R,5182,False
Maine,Shapleigh,Donald Trump,R,1034,True
Maine,Shapleigh,Joe Biden,D,704,False
Maine,South Berwick,Joe Biden,D,2748,True
Maine,South Berwick,Donald Trump,R,1734,False
Maine,Waterboro,Donald Trump,R,2471,True
Maine,Waterboro,Joe Biden,D,1861,False
Maine,Wells,Joe Biden,D,4465,True
Maine,Wells,Donald Trump,R,3333,False
Maine,York,Joe Biden,D,6117,True
Maine,York,Donald Trump,R,3352,False
Maryland,Allegany County,Donald Trump,R,20886,True
Maryland,Allegany County,Joe Biden,D,9158,False
Maryland,Anne Arundel County,Joe Biden,D,172823,True
Maryland,Anne Arundel County,Donald Trump,R,127821,False
Maryland,Baltimore County,Joe Biden,D,258409,True
Maryland,Baltimore County,Donald Trump,R,146202,False
Maryland,Calvert County,Donald Trump,R,25346,True
Maryland,Calvert County,Joe Biden,D,22587,False
Maryland,Caroline County,Donald Trump,R,10283,True
Maryland,Caroline County,Joe Biden,D,5095,False
Maryland,Carroll County,Donald Trump,R,60218,True
Maryland,Carroll County,Joe Biden,D,36456,False
Maryland,Cecil County,Donald Trump,R,29439,True
Maryland,Cecil County,Joe Biden,D,16809,False
Maryland,Charles County,Joe Biden,D,62171,True
Maryland,Charles County,Donald Trump,R,25579,False
Maryland,Dorchester County,Donald Trump,R,8764,True
Maryland,Dorchester County,Joe Biden,D,6857,False
Maryland,Frederick County,Joe Biden,D,77675,True
Maryland,Frederick County,Donald Trump,R,63682,False
Maryland,Garrett County,Donald Trump,R,12002,True
Maryland,Garrett County,Joe Biden,D,3281,False
Maryland,Harford County,Donald Trump,R,80930,True
Maryland,Harford County,Joe Biden,D,63095,False
Maryland,Howard County,Joe Biden,D,129433,True
Maryland,Howard County,Donald Trump,R,48390,False
Maryland,Kent County,Joe Biden,D,5329,True
Maryland,Kent County,Donald Trump,R,5195,False
Maryland,Montgomery County,Joe Biden,D,419569,True
Maryland,Montgomery County,Donald Trump,R,101222,False
Maryland,Prince George's County,Joe Biden,D,379208,True
Maryland,Prince George's County,Donald Trump,R,37090,False
Maryland,Queen Anne's County,Donald Trump,R,18741,True
Maryland,Queen Anne's County,Joe Biden,D,10709,False
Maryland,St. Mary's County,Donald Trump,R,30826,True
Maryland,St. Mary's County,Joe Biden,D,23138,False
Maryland,Somerset County,Donald Trump,R,5739,True
Maryland,Somerset County,Joe Biden,D,4241,False
Maryland,Talbot County,Joe Biden,D,11062,True
Maryland,Talbot County,Donald Trump,R,10946,False
Maryland,Washington County,Donald Trump,R,40224,True
Maryland,Washington County,Joe Biden,D,26044,False
Maryland,Wicomico County,Donald Trump,R,22944,True
Maryland,Wicomico County,Joe Biden,D,22054,False
Maryland,Worcester County,Donald Trump,R,18571,True
Maryland,Worcester County,Joe Biden,D,12560,False
Maryland,Baltimore city,Joe Biden,D,207260,True
Maryland,Baltimore city,Donald Trump,R,25374,False
Massachusetts,Barnstable,Joe Biden,D,16491,True
Massachusetts,Barnstable,Donald Trump,R,11436,False
Massachusetts,Bourne,Joe Biden,D,6527,True
Massachusetts,Bourne,Donald Trump,R,5331,False
Massachusetts,Brewster,Joe Biden,D,4940,True
Massachusetts,Brewster,Donald Trump,R,2338,False
Massachusetts,Chatham,Joe Biden,D,3107,True
Massachusetts,Chatham,Donald Trump,R,1834,False
Massachusetts,Dennis,Joe Biden,D,6181,True
Massachusetts,Dennis,Donald Trump,R,3938,False
Massachusetts,Eastham,Joe Biden,D,2864,True
Massachusetts,Eastham,Donald Trump,R,1151,False
Massachusetts,Falmouth,Joe Biden,D,14134,True
Massachusetts,Falmouth,Donald Trump,R,7319,False
Massachusetts,Harwich,Joe Biden,D,5833,True
Massachusetts,Harwich,Donald Trump,R,3365,False
Massachusetts,Mashpee,Joe Biden,D,5982,True
Massachusetts,Mashpee,Donald Trump,R,4086,False
Massachusetts,Orleans,Joe Biden,D,3288,True
Massachusetts,Orleans,Donald Trump,R,1458,False
Massachusetts,Provincetown,Joe Biden,D,2402,True
Massachusetts,Provincetown,Donald Trump,R,182,False
Massachusetts,Sandwich,Joe Biden,D,7739,True
Massachusetts,Sandwich,Donald Trump,R,6044,False
Massachusetts,Truro,Joe Biden,D,1386,True
Massachusetts,Truro,Donald Trump,R,340,False
Massachusetts,Wellfleet,Joe Biden,D,1971,True
Massachusetts,Wellfleet,Donald Trump,R,496,False
Massachusetts,Yarmouth,Joe Biden,D,9149,True
Massachusetts,Yarmouth,Donald Trump,R,5993,False
Massachusetts,Adams,Joe Biden,D,2894,True
Massachusetts,Adams,Donald Trump,R,1428,False
Massachusetts,Alford,Joe Biden,D,271,True
Massachusetts,Alford,Donald Trump,R,50,False
Massachusetts,Becket,Joe Biden,D,757,True
Massachusetts,Becket,Donald Trump,R,413,False
Massachusetts,Cheshire,Joe Biden,D,1124,True
Massachusetts,Cheshire,Donald Trump,R,775,False
Massachusetts,Clarksburg,Joe Biden,D,583,True
Massachusetts,Clarksburg,Donald Trump,R,390,False
Massachusetts,Dalton,Joe Biden,D,2682,True
Massachusetts,Dalton,Donald Trump,R,1039,False
Massachusetts,Egremont,Joe Biden,D,783,True
Massachusetts,Egremont,Donald Trump,R,174,False
Massachusetts,Florida,Joe Biden,D,209,True
Massachusetts,Florida,Donald Trump,R,203,False
Massachusetts,Great Barrington,Joe Biden,D,3368,True
Massachusetts,Great Barrington,Donald Trump,R,654,False
Massachusetts,Hancock,Joe Biden,D,257,True
Massachusetts,Hancock,Donald Trump,R,207,False
Massachusetts,Hinsdale,Joe Biden,D,771,True
Massachusetts,Hinsdale,Donald Trump,R,402,False
Massachusetts,Lanesborough,Joe Biden,D,1237,True
Massachusetts,Lanesborough,Donald Trump,R,604,False
Massachusetts,Lee,Joe Biden,D,2415,True
Massachusetts,Lee,Donald Trump,R,985,False
Massachusetts,Lenox,Joe Biden,D,2701,True
Massachusetts,Lenox,Donald Trump,R,602,False
Massachusetts,Monterey,Joe Biden,D,481,True
Massachusetts,Monterey,Donald Trump,R,102,False
Massachusetts,Mount Washington,Joe Biden,D,102,True
Massachusetts,Mount Washington,Donald Trump,R,16,False
Massachusetts,New Ashford,Joe Biden,D,98,True
Massachusetts,New Ashford,Donald Trump,R,48,False
Massachusetts,New Marlborough,Joe Biden,D,678,True
Massachusetts,New Marlborough,Donald Trump,R,264,False
Massachusetts,North Adams,Joe Biden,D,4216,True
Massachusetts,North Adams,Donald Trump,R,1600,False
Massachusetts,Otis,Joe Biden,D,550,True
Massachusetts,Otis,Donald Trump,R,441,False
Massachusetts,Peru,Joe Biden,D,299,True
Massachusetts,Peru,Donald Trump,R,216,False
Massachusetts,Pittsfield,Joe Biden,D,16404,True
Massachusetts,Pittsfield,Donald Trump,R,5017,False
Massachusetts,Richmond,Joe Biden,D,828,True
Massachusetts,Richmond,Donald Trump,R,215,False
Massachusetts,Sandisfield,Joe Biden,D,306,True
Massachusetts,Sandisfield,Donald Trump,R,200,False
Massachusetts,Savoy,Joe Biden,D,226,True
Massachusetts,Savoy,Donald Trump,R,161,False
Massachusetts,Sheffield,Joe Biden,D,1542,True
Massachusetts,Sheffield,Donald Trump,R,578,False
Massachusetts,Stockbridge,Joe Biden,D,1099,True
Massachusetts,Stockbridge,Donald Trump,R,237,False
Massachusetts,Tyringham,Joe Biden,D,234,True
Massachusetts,Tyringham,Donald Trump,R,72,False
Massachusetts,Washington,Joe Biden,D,240,True
Massachusetts,Washington,Donald Trump,R,107,False
Massachusetts,West Stockbridge,Joe Biden,D,784,True
Massachusetts,West Stockbridge,Donald Trump,R,164,False
Massachusetts,Williamstown,Joe Biden,D,3196,True
Massachusetts,Williamstown,Donald Trump,R,499,False
Massachusetts,Windsor,Joe Biden,D,370,True
Massachusetts,Windsor,Donald Trump,R,201,False
Massachusetts,Acushnet,Donald Trump,R,3290,True
Massachusetts,Acushnet,Joe Biden,D,2664,False
Massachusetts,Attleboro,Joe Biden,D,13661,True
Massachusetts,Attleboro,Donald Trump,R,9272,False
Massachusetts,Berkley,Donald Trump,R,2251,True
Massachusetts,Berkley,Joe Biden,D,1764,False
Massachusetts,Dartmouth,Joe Biden,D,9792,True
Massachusetts,Dartmouth,Donald Trump,R,7778,False
Massachusetts,Dighton,Donald Trump,R,2473,True
Massachusetts,Dighton,Joe Biden,D,2139,False
Massachusetts,Easton,Joe Biden,D,8715,True
Massachusetts,Easton,Donald Trump,R,5467,False
Massachusetts,Fairhaven,Joe Biden,D,5093,True
Massachusetts,Fairhaven,Donald Trump,R,4275,False
Massachusetts,Fall River,Joe Biden,D,17459,True
Massachusetts,Fall River,Donald Trump,R,13571,False
Massachusetts,Freetown,Donald Trump,R,2906,True
Massachusetts,Freetown,Joe Biden,D,2483,False
Massachusetts,Mansfield,Joe Biden,D,9024,True
Massachusetts,Mansfield,Donald Trump,R,5149,False
Massachusetts,New Bedford,Joe Biden,D,21267,True
Massachusetts,New Bedford,Donald Trump,R,12964,False
Massachusetts,North Attleborough,Joe Biden,D,9724,True
Massachusetts,North Attleborough,Donald Trump,R,7050,False
Massachusetts,Norton,Joe Biden,D,5918,True
Massachusetts,Norton,Donald Trump,R,4735,False
Massachusetts,Raynham,Joe Biden,D,4372,True
Massachusetts,Raynham,Donald Trump,R,4243,False
Massachusetts,Rehoboth,Donald Trump,R,4076,True
Massachusetts,Rehoboth,Joe Biden,D,3650,False
Massachusetts,Seekonk,Joe Biden,D,4786,True
Massachusetts,Seekonk,Donald Trump,R,3970,False
Massachusetts,Somerset,Joe Biden,D,5815,True
Massachusetts,Somerset,Donald Trump,R,5113,False
Massachusetts,Swansea,Donald Trump,R,5123,True
Massachusetts,Swansea,Joe Biden,D,4736,False
Massachusetts,Taunton,Joe Biden,D,14996,True
Massachusetts,Taunton,Donald Trump,R,11148,False
Massachusetts,Westport,Joe Biden,D,5319,True
Massachusetts,Westport,Donald Trump,R,5018,False
Massachusetts,Aquinnah,Joe Biden,D,311,True
Massachusetts,Aquinnah,Donald Trump,R,34,False
Massachusetts,Chilmark,Joe Biden,D,796,True
Massachusetts,Chilmark,Donald Trump,R,111,False
Massachusetts,Edgartown,Joe Biden,D,2185,True
Massachusetts,Edgartown,Donald Trump,R,854,False
Massachusetts,Gosnold,Joe Biden,D,56,True
Massachusetts,Gosnold,Donald Trump,R,22,False
Massachusetts,Oak Bluffs,Joe Biden,D,2420,True
Massachusetts,Oak Bluffs,Donald Trump,R,730,False
Massachusetts,Tisbury,Joe Biden,D,2225,True
Massachusetts,Tisbury,Donald Trump,R,542,False
Massachusetts,West Tisbury,Joe Biden,D,1921,True
Massachusetts,West Tisbury,Donald Trump,R,338,False
Massachusetts,Amesbury,Joe Biden,D,6786,True
Massachusetts,Amesbury,Donald Trump,R,3326,False
Massachusetts,Andover,Joe Biden,D,14503,True
Massachusetts,Andover,Donald Trump,R,6693,False
Massachusetts,Beverly,Joe Biden,D,16703,True
Massachusetts,Beverly,Donald Trump,R,7205,False
Massachusetts,Boxford,Joe Biden,D,3117,True
Massachusetts,Boxford,Donald Trump,R,2271,False
Massachusetts,Danvers,Joe Biden,D,9833,True
Massachusetts,Danvers,Donald Trump,R,6725,False
Massachusetts,Essex,Joe Biden,D,1650,True
Massachusetts,Essex,Donald Trump,R,796,False
Massachusetts,Georgetown,Joe Biden,D,3051,True
Massachusetts,Georgetown,Donald Trump,R,2388,False
Massachusetts,Gloucester,Joe Biden,D,12138,True
Massachusetts,Gloucester,Donald Trump,R,5595,False
Massachusetts,Groveland,Joe Biden,D,2421,True
Massachusetts,Groveland,Donald Trump,R,1976,False
Massachusetts,Hamilton,Joe Biden,D,3364,True
Massachusetts,Hamilton,Donald Trump,R,1458,False
Massachusetts,Haverhill,Joe Biden,D,19020,True
Massachusetts,Haverhill,Donald Trump,R,12571,False
Massachusetts,Ipswich,Joe Biden,D,6273,True
Massachusetts,Ipswich,Donald Trump,R,3109,False
Massachusetts,Lawrence,Joe Biden,D,17023,True
Massachusetts,Lawrence,Donald Trump,R,5803,False
Massachusetts,Lynn,Joe Biden,D,24662,True
Massachusetts,Lynn,Donald Trump,R,10425,False
Massachusetts,Lynnfield,Joe Biden,D,4213,True
Massachusetts,Lynnfield,Donald Trump,R,3969,False
Massachusetts,Manchester,Joe Biden,D,2712,True
Massachusetts,Manchester,Donald Trump,R,1014,False
Massachusetts,Marblehead,Joe Biden,D,10128,True
Massachusetts,Marblehead,Donald Trump,R,3790,False
Massachusetts,Merrimac,Joe Biden,D,2549,True
